Brand_Model,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price (INR Lakhs),Brand,Model,Car_Age
Maruti Wagon R LXI,Ahmedabad,2008,60123,Petrol,Manual,Second,18.9,998.0,67.1,5.0,195000.0,Maruti,Wagon R LXI,17
Hyundai Grand i10 Sportz,Jaipur,2015,53000,Petrol,Manual,Second,18.9,1197.0,82.0,5.0,400000.0,Hyundai,Grand i10 Sportz,10
Hyundai i20 1.2 Asta,Delhi,2017,9000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,685000.0,Hyundai,i20 1.2 Asta,8
Honda Amaze S i-Vtech,Coimbatore,2015,53497,Petrol,Manual,First,18.0,1198.0,86.7,5.0,545000.0,Honda,Amaze S i-Vtech,10
Ford Fiesta 1.4 Duratorq ZXI,Hyderabad,2007,68000,Diesel,Manual,First,17.8,1399.0,68.0,5.0,199000.0,Ford,Fiesta 1.4 Duratorq ZXI,18
Hyundai Verna SX CRDi AT,Hyderabad,2014,65000,Diesel,Automatic,First,19.08,1582.0,126.32,5.0,899000.0,Hyundai,Verna SX CRDi AT,11
Toyota Etios VD SP,Kolkata,2014,45155,Diesel,Manual,First,23.59,1364.0,67.04,5.0,650000.0,Toyota,Etios VD SP,11
Honda Jazz 1.2 V CVT i VTEC,Coimbatore,2018,20026,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,927000.0,Honda,Jazz 1.2 V CVT i VTEC,7
Hyundai Verna 1.6 CRDi SX,Ahmedabad,2015,60000,Diesel,Manual,First,23.9,1582.0,126.2,5.0,699000.0,Hyundai,Verna 1.6 CRDi SX,10
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,2019,15976,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,3676000.0,Mercedes-Benz,CLA 200 D Sport Edition,6
Skoda Octavia Elegance 1.8 TSI AT,Kochi,2017,30523,Petrol,Automatic,First,14.7,1798.0,177.5,5.0,1707999.9999999998,Skoda,Octavia Elegance 1.8 TSI AT,8
Chevrolet Beat Diesel LS,Kolkata,2013,26300,Diesel,Manual,First,25.44,936.0,57.6,5.0,280000.0,Chevrolet,Beat Diesel LS,12
Volkswagen Polo Diesel Trendline 1.2L,Kolkata,2011,66000,Diesel,Manual,First,22.07,1199.0,73.9,5.0,249000.00000000003,Volkswagen,Polo Diesel Trendline 1.2L,14
Maruti SX4 S Cross DDiS 200 Zeta,Jaipur,2016,70000,Diesel,Manual,First,23.65,1248.0,88.5,5.0,885000.0,Maruti,SX4 S Cross DDiS 200 Zeta,9
Honda City V MT,Ahmedabad,2011,46000,Petrol,Manual,First,16.8,1497.0,116.3,5.0,415000.00000000006,Honda,City V MT,14
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2017,28000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,1000000.0,Volkswagen,Vento 1.5 TDI Highline,8
Hyundai Grand i10 1.2 Kappa Magna,Delhi,2017,46000,Petrol,Manual,First,18.9,1197.0,81.86,5.0,475000.0,Hyundai,Grand i10 1.2 Kappa Magna,8
Renault KWID AMT RXL,Jaipur,2017,33000,Petrol,Automatic,First,24.04,999.0,67.0,5.0,320000.0,Renault,KWID AMT RXL,8
Maruti Alto 800 LXI,Kochi,2017,27718,Petrol,Manual,First,22.74,796.0,47.3,5.0,328000.0,Maruti,Alto 800 LXI,8
Ford Ecosport 1.5 Ti VCT MT Titanium,Bangalore,2013,58000,Petrol,Manual,First,15.8,1499.0,110.0,5.0,750000.0,Ford,Ecosport 1.5 Ti VCT MT Titanium,12
Maruti Baleno Zeta,Coimbatore,2018,33150,Petrol,Manual,First,21.4,1197.0,83.1,5.0,739000.0,Maruti,Baleno Zeta,7
Maruti Ritz VDi,Pune,2013,77000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,365000.0,Maruti,Ritz VDi,12
Mercedes-Benz E-Class 280 CDI,Chennai,2007,70000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,1100000.0,Mercedes-Benz,E-Class 280 CDI,18
Maruti Ritz VDi,Kolkata,2012,97000,Diesel,Manual,First,23.2,1248.0,73.94,5.0,300000.0,Maruti,Ritz VDi,13
Chevrolet Beat Diesel LT,Chennai,2012,75300,Diesel,Manual,Second,25.44,936.0,57.6,5.0,225000.0,Chevrolet,Beat Diesel LT,13
Maruti SX4 Vxi BSIV,Kochi,2010,69918,Petrol,Manual,First,15.5,1586.0,103.3,5.0,283000.0,Maruti,SX4 Vxi BSIV,15
Maruti Omni 5 Seater BSIV,Coimbatore,2019,4721,Petrol,Manual,First,14.0,796.0,35.0,5.0,411000.00000000006,Maruti,Omni 5 Seater BSIV,6
Mitsubishi Pajero Sport Anniversary Edition,Kolkata,2014,39163,Diesel,Manual,First,13.5,2477.0,178.0,7.0,1470000.0,Mitsubishi,Pajero Sport Anniversary Edition,11
Mercedes-Benz S Class 2005 2013 S 300 L,Pune,2013,80000,Petrol,Automatic,First,13.0,2987.0,210.0,5.0,2500000.0,Mercedes-Benz,S Class 2005 2013 S 300 L,12
Chevrolet Beat Diesel LS,Bangalore,2015,66000,Diesel,Manual,First,25.44,936.0,56.3,5.0,235000.0,Chevrolet,Beat Diesel LS,10
Ford Figo 2015-2019 1.5D Titanium MT,Coimbatore,2017,36154,Diesel,Manual,Second,25.83,1498.0,99.0,5.0,641000.0,Ford,Figo 2015-2019 1.5D Titanium MT,8
Honda City i-VTEC VX,Ahmedabad,2012,34000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,575000.0,Honda,City i-VTEC VX,13
Mercedes-Benz GLA Class 200 CDI SPORT,Chennai,2016,60000,Diesel,Automatic,Second,17.9,2143.0,136.0,5.0,1755000.0,Mercedes-Benz,GLA Class 200 CDI SPORT,9
Hyundai Creta 1.4 CRDi S Plus,Jaipur,2015,32000,Diesel,Manual,First,21.38,1396.0,88.7,5.0,1025000.0,Hyundai,Creta 1.4 CRDi S Plus,10
Ford Fiesta Classic 1.4 Duratorq CLXI,Kochi,2012,79985,Diesel,Manual,First,17.8,1399.0,67.0,5.0,316000.0,Ford,Fiesta Classic 1.4 Duratorq CLXI,13
Audi A4 2.0 TDI,Bangalore,2014,37600,Diesel,Automatic,Second,16.55,1968.0,147.51,5.0,2250000.0,Audi,A4 2.0 TDI,11
Hyundai i10 Magna 1.1,Kochi,2015,31965,Petrol,Manual,First,19.81,1086.0,68.05,5.0,355000.0,Hyundai,i10 Magna 1.1,10
BMW 3 Series 320i Sedan,Kochi,2010,70749,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,986000.0,BMW,3 Series 320i Sedan,15
BMW 7 Series 730Ld,Chennai,2013,38000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,4500000.0,BMW,7 Series 730Ld,12
Hyundai Verna 1.6 SX VTVT,Kochi,2017,41534,Petrol,Manual,First,17.01,1591.0,121.3,5.0,799000.0,Hyundai,Verna 1.6 SX VTVT,8
Volkswagen Ameo 1.5 TDI Comfortline AT,Jaipur,2017,54455,Diesel,Automatic,First,22.0,1498.0,108.495,5.0,650000.0,Volkswagen,Ameo 1.5 TDI Comfortline AT,8
Chevrolet Aveo 1.4 LS,Kolkata,2007,42000,Petrol,Manual,First,14.49,1399.0,92.7,5.0,75000.0,Chevrolet,Aveo 1.4 LS,18
Chevrolet Cruze LTZ,Coimbatore,2018,52073,Diesel,Manual,Second,18.3,1991.0,147.9,5.0,986999.9999999999,Chevrolet,Cruze LTZ,7
Hyundai i20 1.4 Sportz,Kochi,2018,40175,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,636000.0,Hyundai,i20 1.4 Sportz,7
Honda BRV i-VTEC V CVT,Mumbai,2017,16503,Petrol,Automatic,First,16.0,1497.0,117.3,7.0,950000.0,Honda,BRV i-VTEC V CVT,8
Hyundai Xcent 1.2 Kappa SX,Kochi,2017,15029,Petrol,Manual,First,19.1,1197.0,82.0,5.0,605000.0,Hyundai,Xcent 1.2 Kappa SX,8
Maruti Alto 800 CNG LXI,Mumbai,2013,26200,CNG,Manual,First,30.46,796.0,47.3,5.0,215000.0,Maruti,Alto 800 CNG LXI,12
Hyundai Grand i10 CRDi Sportz,Hyderabad,2015,76362,Diesel,Manual,First,24.0,1120.0,70.0,5.0,550000.0,Hyundai,Grand i10 CRDi Sportz,10
Maruti Alto LXi,Kolkata,2007,18700,Petrol,Manual,Second,19.7,796.0,46.3,5.0,125000.0,Maruti,Alto LXi,18
Toyota Innova 2.5 VX (Diesel) 7 Seater,Coimbatore,2015,67585,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1199000.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,10
Hyundai i10 Sportz 1.2 AT,Mumbai,2010,57000,Petrol,Automatic,Second,16.95,1197.0,78.9,5.0,250000.0,Hyundai,i10 Sportz 1.2 AT,15
Honda City i-VTEC CVT V,Kochi,2019,22321,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,1166000.0,Honda,City i-VTEC CVT V,6
Maruti Zen LX,Jaipur,1998,95150,Petrol,Manual,Third,17.3,993.0,60.0,5.0,53000.0,Maruti,Zen LX,27
Maruti Wagon R LXI BS IV,Kolkata,2015,36428,Petrol,Manual,First,20.51,998.0,67.04,5.0,310000.0,Maruti,Wagon R LXI BS IV,10
Ford Figo Diesel Titanium,Hyderabad,2012,73500,Diesel,Manual,Second,20.0,1399.0,68.0,5.0,260000.0,Ford,Figo Diesel Titanium,13
Honda Amaze S i-Vtech,Kochi,2015,47234,Petrol,Manual,First,18.0,1198.0,86.7,5.0,509000.0,Honda,Amaze S i-Vtech,10
Hyundai Accent GLE,Hyderabad,2008,62364,Petrol,Manual,First,13.2,1495.0,94.0,5.0,229999.99999999997,Hyundai,Accent GLE,17
Hyundai Verna 1.6 SX CRDi (O),Pune,2012,89000,Diesel,Manual,First,22.32,1582.0,126.32,5.0,600000.0,Hyundai,Verna 1.6 SX CRDi (O),13
Maruti Swift ZDi,Ahmedabad,2013,58653,Diesel,Manual,First,25.2,1248.0,74.0,5.0,440000.00000000006,Maruti,Swift ZDi,12
Mercedes-Benz B Class B180,Delhi,2013,30000,Petrol,Automatic,Second,14.8,1595.0,120.7,5.0,1100000.0,Mercedes-Benz,B Class B180,12
Chevrolet Cruze LTZ,Coimbatore,2014,64042,Diesel,Manual,First,17.3,1998.0,163.7,5.0,570000.0,Chevrolet,Cruze LTZ,11
Skoda Laura Ambiente 2.0 TDI CR AT,Chennai,2013,120000,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,695000.0,Skoda,Laura Ambiente 2.0 TDI CR AT,12
Mahindra Scorpio VLX 2WD BSIV,Hyderabad,2014,90000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,790000.0,Mahindra,Scorpio VLX 2WD BSIV,11
BMW X1 xDrive 20d xLine,Kochi,2018,30733,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,2930000.0,BMW,X1 xDrive 20d xLine,7
Mercedes-Benz E-Class 2009-2013 E350 Petrol,Kolkata,2009,43600,Petrol,Automatic,First,10.93,3498.0,272.0,5.0,1024000.0,Mercedes-Benz,E-Class 2009-2013 E350 Petrol,16
Skoda Superb Elegance 1.8 TSI AT,Pune,2010,71473,Petrol,Automatic,Second,13.7,1798.0,157.75,5.0,535000.0,Skoda,Superb Elegance 1.8 TSI AT,15
Honda Brio VX AT,Mumbai,2014,39000,Petrol,Automatic,Second,16.5,1198.0,86.8,5.0,349000.0,Honda,Brio VX AT,11
Hyundai i10 Magna 1.2,Hyderabad,2009,84045,Petrol,Manual,First,20.36,1197.0,78.9,5.0,285000.0,Hyundai,i10 Magna 1.2,16
Honda City i VTEC SV,Mumbai,2014,57004,Petrol,Manual,First,17.4,1497.0,117.3,5.0,535000.0,Honda,City i VTEC SV,11
Ford Figo Petrol ZXI,Coimbatore,2012,75464,Petrol,Manual,First,15.6,1196.0,70.0,5.0,362000.0,Ford,Figo Petrol ZXI,13
Toyota Innova 2.5 G4 Diesel 7-seater,Hyderabad,2006,142000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,625000.0,Toyota,Innova 2.5 G4 Diesel 7-seater,19
Mahindra Verito 1.5 D6 BSIV,Kochi,2012,118683,Diesel,Manual,Second,21.0,1461.0,64.1,5.0,319000.0,Mahindra,Verito 1.5 D6 BSIV,13
Mahindra KUV 100 G80 K8 Dual Tone,Delhi,2018,42000,Petrol,Manual,First,18.15,1198.0,82.0,6.0,550000.0,Mahindra,KUV 100 G80 K8 Dual Tone,7
Hyundai i20 Sportz Option 1.2,Kochi,2019,12800,Petrol,Manual,First,18.6,1197.0,81.83,5.0,767000.0,Hyundai,i20 Sportz Option 1.2,6
Tata New Safari EX 4x2,Jaipur,2011,80000,Petrol,Manual,First,12.0,2092.0,127.0,7.0,550000.0,Tata,New Safari EX 4x2,14
Maruti Swift Dzire VDi,Hyderabad,2014,76126,Diesel,Manual,First,19.3,1248.0,73.9,5.0,660000.0,Maruti,Swift Dzire VDi,11
BMW X5 xDrive 30d M Sport,Chennai,2017,21000,Diesel,Automatic,Second,15.97,2993.0,258.0,5.0,5500000.0,BMW,X5 xDrive 30d M Sport,8
Audi A6 2011-2015 2.0 TDI Premium Plus,Pune,2013,85000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,2100000.0,Audi,A6 2011-2015 2.0 TDI Premium Plus,12
Maruti Baleno Delta 1.2,Jaipur,2017,27000,Petrol,Manual,First,21.4,1197.0,83.1,5.0,450000.0,Maruti,Baleno Delta 1.2,8
Hyundai Santa Fe 4WD AT,Coimbatore,2016,45794,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,2067000.0000000002,Hyundai,Santa Fe 4WD AT,9
Chevrolet Cruze LTZ AT,Hyderabad,2013,57352,Diesel,Automatic,First,14.39,1998.0,163.7,5.0,650000.0,Chevrolet,Cruze LTZ AT,12
Mercedes-Benz E-Class 2015-2017 E250 Edition E,Coimbatore,2018,41467,Diesel,Automatic,First,15.0,2143.0,204.0,5.0,3797999.9999999995,Mercedes-Benz,E-Class 2015-2017 E250 Edition E,7
Hyundai Santro Xing GLS,Mumbai,2009,42000,Petrol,Manual,First,17.92,1086.0,62.1,5.0,145000.0,Hyundai,Santro Xing GLS,16
Maruti Wagon R LXI CNG,Delhi,2014,62549,CNG,Manual,First,26.6,998.0,58.16,5.0,295000.0,Maruti,Wagon R LXI CNG,11
Maruti Ciaz VDi Plus SHVS,Hyderabad,2015,67048,Diesel,Manual,First,28.09,1248.0,88.5,5.0,790000.0,Maruti,Ciaz VDi Plus SHVS,10
Honda City i-VTEC V,Kochi,2018,11732,Petrol,Manual,First,17.4,1497.0,117.3,5.0,1007000.0,Honda,City i-VTEC V,7
Nissan Terrano XL Plus ICC WT20 SE,Mumbai,2016,37000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,650000.0,Nissan,Terrano XL Plus ICC WT20 SE,9
BMW 3 Series 320d Prestige,Hyderabad,2015,30000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,2200000.0,BMW,3 Series 320d Prestige,10
Honda City i DTEC V,Hyderabad,2016,53000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,975000.0,Honda,City i DTEC V,9
Nissan Terrano XL Plus 85 PS,Jaipur,2014,60000,Diesel,Manual,First,20.45,1461.0,83.8,5.0,600000.0,Nissan,Terrano XL Plus 85 PS,11
Hyundai Grand i10 CRDi Sportz,Delhi,2014,65000,Diesel,Manual,First,24.0,1120.0,70.0,5.0,399000.0,Hyundai,Grand i10 CRDi Sportz,11
Hyundai Santro Xing XL eRLX Euro III,Ahmedabad,2008,51000,Petrol,Manual,First,17.0,1086.0,97.7,5.0,175000.0,Hyundai,Santro Xing XL eRLX Euro III,17
Toyota Fortuner 4x2 AT,Delhi,2015,92000,Diesel,Automatic,First,12.55,2982.0,168.5,7.0,1975000.0,Toyota,Fortuner 4x2 AT,10
Toyota Innova Crysta 2.4 VX MT,Kolkata,2017,31000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,1695000.0,Toyota,Innova Crysta 2.4 VX MT,8
Maruti Baleno Zeta 1.2,Chennai,2017,43917,Petrol,Manual,First,21.4,1197.0,83.1,5.0,680000.0,Maruti,Baleno Zeta 1.2,8
Hyundai Santro Xing XL eRLX Euro III,Kolkata,2007,46707,Petrol,Manual,First,17.0,1086.0,97.7,5.0,99000.0,Hyundai,Santro Xing XL eRLX Euro III,18
Hyundai i10 Sportz 1.1L,Pune,2013,84000,Petrol,Manual,First,19.81,1086.0,68.05,5.0,295000.0,Hyundai,i10 Sportz 1.1L,12
Audi Q7 3.0 TDI Quattro Premium Plus,Coimbatore,2015,55662,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,4283000.0,Audi,Q7 3.0 TDI Quattro Premium Plus,10
Volvo S60 D4 Momentum,Hyderabad,2014,51000,Diesel,Automatic,First,27.03,1969.0,190.0,5.0,2150000.0,Volvo,S60 D4 Momentum,11
Honda City i VTEC V,Jaipur,2015,24398,Petrol,Manual,First,17.8,1497.0,117.3,5.0,790000.0,Honda,City i VTEC V,10
Maruti Alto K10 2010-2014 VXI,Hyderabad,2011,78000,Petrol,Manual,Second,20.92,998.0,67.1,5.0,229999.99999999997,Maruti,Alto K10 2010-2014 VXI,14
Honda Brio 1.2 S Option MT,Delhi,2012,40315,Petrol,Manual,First,18.5,1198.0,86.8,5.0,275000.0,Honda,Brio 1.2 S Option MT,13
Mahindra Scorpio VLX 2WD AIRBAG BSIV,Jaipur,2011,83000,Diesel,Manual,First,12.05,2179.0,120.0,8.0,671000.0,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,14
Renault Duster 110PS Diesel RxL AMT,Kochi,2017,58151,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,960000.0,Renault,Duster 110PS Diesel RxL AMT,8
Hyundai Creta 1.6 CRDi SX,Kochi,2017,30519,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1281000.0,Hyundai,Creta 1.6 CRDi SX,8
Tata Tiago 1.2 Revotron XZ,Coimbatore,2019,20712,Petrol,Manual,First,23.84,1199.0,84.0,5.0,694000.0,Tata,Tiago 1.2 Revotron XZ,6
Mahindra XUV500 W6 2WD,Mumbai,2015,48000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,944999.9999999999,Mahindra,XUV500 W6 2WD,10
Volkswagen Vento 1.5 TDI Highline,Hyderabad,2015,85000,Diesel,Manual,First,20.34,1498.0,103.2,5.0,600000.0,Volkswagen,Vento 1.5 TDI Highline,10
Mercedes-Benz B Class B180,Delhi,2013,32000,Petrol,Automatic,First,14.8,1595.0,120.7,5.0,1100000.0,Mercedes-Benz,B Class B180,12
Maruti SX4 Vxi BSIV,Delhi,2011,52000,Petrol,Manual,First,15.5,1586.0,103.3,5.0,260000.0,Maruti,SX4 Vxi BSIV,14
Hyundai Getz GLE,Hyderabad,2007,58307,Petrol,Manual,First,15.3,1341.0,83.0,5.0,195000.0,Hyundai,Getz GLE,18
BMW 6 Series Gran Coupe,Mumbai,2013,30000,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,4500000.0,BMW,6 Series Gran Coupe,12
Audi A4 2.0 TDI 177 Bhp Premium Plus,Chennai,2014,40000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,2200000.0,Audi,A4 2.0 TDI 177 Bhp Premium Plus,11
Hyundai i20 Asta Option 1.2,Kolkata,2015,36000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,490000.00000000006,Hyundai,i20 Asta Option 1.2,10
Nissan Terrano XL D Option,Kochi,2015,58817,Diesel,Manual,First,19.87,1461.0,83.14,5.0,625000.0,Nissan,Terrano XL D Option,10
Volkswagen Vento Konekt Diesel Highline,Chennai,2013,55000,Diesel,Manual,Second,20.54,1598.0,103.6,5.0,610000.0,Volkswagen,Vento Konekt Diesel Highline,12
Hyundai i10 Sportz,Mumbai,2011,39000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,260000.0,Hyundai,i10 Sportz,14
Lamborghini Gallardo Coupe,Delhi,2011,6500,Petrol,Automatic,Third,6.4,5204.0,560.0,2.0,12000000.0,Lamborghini,Gallardo Coupe,14
Jaguar XF 3.0 Litre S Premium Luxury,Hyderabad,2012,35000,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,2900000.0,Jaguar,XF 3.0 Litre S Premium Luxury,13
Maruti Swift Dzire VXi,Pune,2010,49900,Petrol,Manual,Second,17.5,1298.0,85.8,5.0,330000.0,Maruti,Swift Dzire VXi,15
Tata Indica Vista Quadrajet VX,Hyderabad,2013,99500,Diesel,Manual,Second,22.3,1248.0,74.0,5.0,305000.0,Tata,Indica Vista Quadrajet VX,12
Hyundai i20 Asta 1.4 CRDi,Kolkata,2012,33249,Diesel,Manual,First,21.27,1396.0,88.76,5.0,325000.0,Hyundai,i20 Asta 1.4 CRDi,13
Hyundai Xcent 1.2 Kappa S Option,Delhi,2014,52000,Petrol,Manual,First,19.1,1197.0,81.86,5.0,375000.0,Hyundai,Xcent 1.2 Kappa S Option,11
Toyota Innova 2.5 VX (Diesel) 7 Seater,Mumbai,2015,45000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,1325000.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater,10
Tata Tiago 1.2 Revotron XZ,Hyderabad,2017,22000,Petrol,Manual,First,23.84,1199.0,84.0,5.0,480000.0,Tata,Tiago 1.2 Revotron XZ,8
Renault KWID RXL,Kochi,2019,7858,Petrol,Manual,First,25.17,799.0,53.3,5.0,380000.0,Renault,KWID RXL,6
Toyota Innova 2.5 V Diesel 7-seater,Pune,2011,112000,Diesel,Manual,First,12.8,2494.0,102.0,7.0,850000.0,Toyota,Innova 2.5 V Diesel 7-seater,14
Mercedes-Benz E-Class 2015-2017 E250 CDI Avantgarde,Coimbatore,2016,41082,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,3876000.0,Mercedes-Benz,E-Class 2015-2017 E250 CDI Avantgarde,9
Honda City 1.5 S AT,Ahmedabad,2009,72000,Petrol,Automatic,First,16.8,1497.0,116.4,5.0,320000.0,Honda,City 1.5 S AT,16
Hyundai i10 Sportz 1.2,Hyderabad,2011,84912,Petrol,Manual,First,20.36,1197.0,78.9,5.0,350000.0,Hyundai,i10 Sportz 1.2,14
Hyundai Creta 1.6 CRDi SX Option,Pune,2015,70000,Diesel,Manual,First,19.67,1582.0,126.2,5.0,1225000.0,Hyundai,Creta 1.6 CRDi SX Option,10
Honda Amaze VX Petrol,Mumbai,2014,21000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,475000.0,Honda,Amaze VX Petrol,11
Volkswagen Polo 1.2 MPI Trendline,Delhi,2016,27000,Petrol,Manual,First,18.78,999.0,74.0,5.0,450000.0,Volkswagen,Polo 1.2 MPI Trendline,9
Hyundai i10 Magna 1.2,Kolkata,2012,29000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,235000.0,Hyundai,i10 Magna 1.2,13
Renault Pulse RxL,Hyderabad,2014,48425,Diesel,Manual,First,23.08,1461.0,63.12,5.0,340000.0,Renault,Pulse RxL,11
Volkswagen Vento 1.5 TDI Highline AT,Pune,2016,19000,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,1000000.0,Volkswagen,Vento 1.5 TDI Highline AT,9
Toyota Innova 2.5 VX (Diesel) 7 Seater BS IV,Hyderabad,2012,210000,Diesel,Manual,First,12.99,2494.0,100.0,7.0,900000.0,Toyota,Innova 2.5 VX (Diesel) 7 Seater BS IV,13
Toyota Corolla Altis G,Delhi,2013,64000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,520000.0,Toyota,Corolla Altis G,12
Hyundai Verna CRDi,Chennai,2006,200000,Diesel,Manual,Second,16.8,1493.0,110.0,5.0,185000.0,Hyundai,Verna CRDi,19
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Chennai,2013,100000,Diesel,Automatic,Second,11.3,2987.0,254.8,7.0,3800000.0,Mercedes-Benz,GL-Class 350 CDI Blue Efficiency,12
Renault Duster 85PS Diesel RxL Optional,Kochi,2013,69140,Diesel,Manual,First,20.46,1461.0,83.8,5.0,511000.00000000006,Renault,Duster 85PS Diesel RxL Optional,12
Skoda Rapid 1.6 MPI Ambition,Coimbatore,2019,21214,Petrol,Manual,First,15.41,1598.0,103.52,5.0,966000.0,Skoda,Rapid 1.6 MPI Ambition,6
Hyundai i10 Sportz 1.2,Kolkata,2015,28000,Petrol,Manual,First,20.36,1197.0,78.9,5.0,340000.0,Hyundai,i10 Sportz 1.2,10
Mahindra KUV 100 mFALCON G80 K8,Kochi,2017,29085,Petrol,Manual,First,18.15,1198.0,82.0,6.0,584000.0,Mahindra,KUV 100 mFALCON G80 K8,8
Maruti Celerio VXI AMT,Kolkata,2016,30000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,380000.0,Maruti,Celerio VXI AMT,9
Maruti A-Star AT VXI,Mumbai,2012,32910,Petrol,Automatic,First,16.98,998.0,66.1,5.0,250000.0,Maruti,A-Star AT VXI,13
Honda City i DTEC VX,Kolkata,2015,30000,Diesel,Manual,First,25.1,1498.0,98.6,5.0,695000.0,Honda,City i DTEC VX,10
Skoda Superb 1.8 TSI,Pune,2010,35102,Petrol,Automatic,First,12.6,1798.0,161.6,5.0,550000.0,Skoda,Superb 1.8 TSI,15
Hyundai Grand i10 Sportz,Coimbatore,2017,22831,Petrol,Manual,First,18.9,1197.0,82.0,5.0,619000.0,Hyundai,Grand i10 Sportz,8
Renault Duster 85PS Diesel RxL,Hyderabad,2013,74911,Diesel,Manual,First,20.45,1461.0,83.8,5.0,600000.0,Renault,Duster 85PS Diesel RxL,12
Hyundai Grand i10 Magna,Pune,2015,21000,Petrol,Manual,First,18.9,1197.0,82.0,5.0,375000.0,Hyundai,Grand i10 Magna,10
Ford EcoSport 1.5 TDCi Titanium,Kochi,2018,37160,Diesel,Manual,First,22.77,1498.0,98.59,5.0,946000.0000000001,Ford,EcoSport 1.5 TDCi Titanium,7
Nissan Sunny 2011-2014 XL,Jaipur,2011,41000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,300000.0,Nissan,Sunny 2011-2014 XL,14
Ford Figo Aspire 1.5 TDCi Titanium,Chennai,2016,37294,Diesel,Manual,First,25.83,1498.0,99.0,5.0,575000.0,Ford,Figo Aspire 1.5 TDCi Titanium,9
Honda Civic 2006-2010 1.8 V MT,Coimbatore,2009,56927,Petrol,Manual,First,13.5,1799.0,130.0,5.0,441000.0,Honda,Civic 2006-2010 1.8 V MT,16
Renault KWID RXT Optional,Kochi,2017,21954,Petrol,Manual,First,25.17,799.0,53.3,5.0,370000.0,Renault,KWID RXT Optional,8
Honda Brio EX MT,Kolkata,2014,50000,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,250000.0,Honda,Brio EX MT,11
Maruti Swift ZXI ABS,Coimbatore,2012,78212,Petrol,Manual,First,16.1,1298.0,88.2,5.0,535000.0,Maruti,Swift ZXI ABS,13
Hyundai i20 Magna Optional 1.4 CRDi,Delhi,2013,64500,Diesel,Manual,First,21.9,1396.0,88.8,5.0,365000.0,Hyundai,i20 Magna Optional 1.4 CRDi,12
Skoda Superb Elegance 2.0 TDI CR AT,Delhi,2014,51000,Diesel,Automatic,First,17.2,1968.0,138.03,5.0,1300000.0,Skoda,Superb Elegance 2.0 TDI CR AT,11
Maruti Wagon R LXI BSII,Delhi,2012,52000,Petrol,Manual,First,18.9,998.0,67.1,5.0,245000.00000000003,Maruti,Wagon R LXI BSII,13
Volkswagen Vento 1.5 TDI Highline AT,Mumbai,2015,120000,Diesel,Automatic,First,21.21,1498.0,103.2,5.0,575000.0,Volkswagen,Vento 1.5 TDI Highline AT,10
